tot_case_date,World,Afghanistan,Africa,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,European Union,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,High income,Honduras,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low income,Lower middle income,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North America,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Saint Barthelemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Martin (French part),Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Tanzania,Thailand,Timor,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,United States Virgin Islands,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
11/06/2020,6736701,19551,187924,1212,10050,,852,88,3,25,29703,13130,101,1323798,7255,13604,6860,103,14383,65769,92,46868,59689,19,268,141,59,12728,7,2646,40,645771,8,141,2711,889,83,126,7958,94324,542,164,1742,837,127745,84629,36635,71,683,,1228,3557,2247,2173,21,960,9670,3877,11924,4169,16,19195,42728,32612,2934,2188,41,7183,333,1934,1886235,1010034,187,13,18,6647,11214,639,60,3101,26,809,184436,9462,166,3113,13,23,164,171,6485,252,4117,1368,153,2924,3849071,5971,3970,1821,246628,31186,741,169425,11098,25163,338,17722,234801,595,17141,295,693,12694,2600,,1151,31131,,19,1088,1320,4,364,239,83,1649,53240,792162,3098,1026,409,8303,1903,1521,632,,202,947,337,2079,150785,,9511,59,193,3,11,8151,411,242,29,,3448,47714,20,1154,1309,970,12233,,2241611,,3154,26,8545,8712,16016,93983,,643,15463,8,1090,187400,21340,,25986,34974,1531,67195,480,20290,467673,431,6,,15,19,41,1,26,,697,513,98869,4249,11741,11,946,37527,77,1528,1485,,2289,45973,1087674,11776,1473,250038,1835,6081,90,44220,30930,125,4453,509,3112,24,487,,,117,1087,169218,,12,,606,24901,38268,263104,1935202,71,2037323,834,,,12,2145,329,,482,1154,279
12/06/2020,6736701,19551,187924,1212,10050,,852,88,3,25,29703,13130,101,1323798,7255,13604,6860,103,14383,65769,92,46868,59689,19,268,141,59,12728,7,2646,40,645771,8,141,2711,889,83,126,7958,94324,542,164,1742,837,127745,84629,36635,71,683,,1228,3557,2247,2173,21,960,9670,3877,11924,4169,16,19195,42728,32612,2934,2188,41,7183,333,1934,1886235,1010034,187,13,18,6647,11214,639,60,3101,26,809,184436,9462,166,3113,13,23,164,171,6485,252,4117,1368,153,2924,3849071,5971,3970,1821,246628,31186,741,169425,11098,25163,338,17722,234801,595,17141,295,693,12694,2600,,1151,31131,,19,1088,1320,4,364,239,83,1649,53240,792162,3098,1026,409,8303,1903,1521,632,,202,947,337,2079,150785,,9511,59,193,3,11,8151,411,242,29,,3448,47714,20,1154,1309,970,12233,,2241611,,3154,26,8545,8712,16016,93983,,643,15463,8,1090,187400,21340,,25986,34974,1531,67195,480,20290,467673,431,6,,15,19,41,1,26,,697,513,98869,4249,11741,11,946,37527,77,1528,1485,,2289,45973,1087674,11776,1473,250038,1835,6081,90,44220,30930,125,4453,509,3112,24,487,,,117,1087,169218,,12,,606,24901,38268,263104,1935202,71,2037323,834,,,12,2145,329,,482,1154,279
13/06/2020,6736701,19551,187924,1212,10050,,852,88,3,25,29703,13130,101,1323798,7255,13604,6860,103,14383,65769,92,46868,59689,19,268,141,59,12728,7,2646,40,645771,8,141,2711,889,83,126,7958,94324,542,164,1742,837,127745,84629,36635,71,683,,1228,3557,2247,2173,21,960,9670,3877,11924,4169,16,19195,42728,32612,2934,2188,41,7183,333,1934,1886235,1010034,187,13,18,6647,11214,639,60,3101,26,809,184436,9462,166,3113,13,23,164,171,6485,252,4117,1368,153,2924,3849071,5971,3970,1821,246628,31186,741,169425,11098,25163,338,17722,234801,595,17141,295,693,12694,2600,,1151,31131,,19,1088,1320,4,364,239,83,1649,53240,792162,3098,1026,409,8303,1903,1521,632,,202,947,337,2079,150785,,9511,59,193,3,11,8151,411,242,29,,3448,47714,20,1154,1309,970,12233,,2241611,,3154,26,8545,8712,16016,93983,,643,15463,8,1090,187400,21340,,25986,34974,1531,67195,480,20290,467673,431,6,,15,19,41,1,26,,697,513,98869,4249,11741,11,946,37527,77,1528,1485,,2289,45973,1087674,11776,1473,250038,1835,6081,90,44220,30930,125,4453,509,3112,24,487,,,117,1087,169218,,12,,606,24901,38268,263104,1935202,71,2037323,834,,,12,2145,329,,482,1154,279
14/06/2020,7639351,24102,239164,1416,10810,,853,138,3,26,40388,16667,101,1574569,7302,13792,9218,103,18227,87520,96,53241,60411,20,470,142,66,16929,7,2893,77,828810,8,141,3266,894,94,126,9572,97932,726,187,2457,848,167355,84729,46858,106,779,,1612,4848,2251,2238,22,980,10099,4777,12139,4449,18,22572,46356,42980,3603,2494,65,7218,486,3166,1995822,1036535,187,13,18,6704,13841,1161,60,3463,28,864,186784,11964,168,3233,13,23,171,177,8982,252,4484,1483,159,3941,4139473,8132,4064,1823,320922,38277,741,184955,18950,25250,338,18982,236651,614,17429,297,827,14496,3457,,1437,35466,,19,1097,1442,4,463,409,83,1701,64352,992797,3124,1252,529,8445,2035,1774,653,,202,1682,337,2282,185607,,11459,59,197,3,11,8692,553,261,32,,5760,48819,21,1154,1655,980,15682,,2446327,,4163,30,8631,8770,22077,132405,,673,19211,8,1261,220749,25391,,29017,36933,1616,78416,489,21679,528964,541,6,,15,19,41,1,27,,697,659,123308,4996,12251,11,1132,40197,77,1548,1496,,2579,65736,1373952,12084,1693,252398,1889,7007,187,51387,31066,170,4971,509,3135,24,525,,,117,1094,176677,,12,,694,28838,41990,270156,2087078,72,2437081,847,,,12,2879,334,,705,1357,356
15/06/2020,7639351,24102,239164,1416,10810,,853,138,3,26,40388,16667,101,1574569,7302,13792,9218,103,18227,87520,96,53241,60411,20,470,142,66,16929,7,2893,77,828810,8,141,3266,894,94,126,9572,97932,726,187,2457,848,167355,84729,46858,106,779,,1612,4848,2251,2238,22,980,10099,4777,12139,4449,18,22572,46356,42980,3603,2494,65,7218,486,3166,1995822,1036535,187,13,18,6704,13841,1161,60,3463,28,864,186784,11964,168,3233,13,23,171,177,8982,252,4484,1483,159,3941,4139473,8132,4064,1823,320922,38277,741,184955,18950,25250,338,18982,236651,614,17429,297,827,14496,3457,,1437,35466,,19,1097,1442,4,463,409,83,1701,64352,992797,3124,1252,529,8445,2035,1774,653,,202,1682,337,2282,185607,,11459,59,197,3,11,8692,553,261,32,,5760,48819,21,1154,1655,980,15682,,2446327,,4163,30,8631,8770,22077,132405,,673,19211,8,1261,220749,25391,,29017,36933,1616,78416,489,21679,528964,541,6,,15,19,41,1,27,,697,659,123308,4996,12251,11,1132,40197,77,1548,1496,,2579,65736,1373952,12084,1693,252398,1889,7007,187,51387,31066,170,4971,509,3135,24,525,,,117,1094,176677,,12,,694,28838,41990,270156,2087078,72,2437081,847,,,12,2879,334,,705,1357,356
16/06/2020,7639351,24102,239164,1416,10810,,853,138,3,26,40388,16667,101,1574569,7302,13792,9218,103,18227,87520,96,53241,60411,20,470,142,66,16929,7,2893,77,828810,8,141,3266,894,94,126,9572,97932,726,187,2457,848,167355,84729,46858,106,779,,1612,4848,2251,2238,22,980,10099,4777,12139,4449,18,22572,46356,42980,3603,2494,65,7218,486,3166,1995822,1036535,187,13,18,6704,13841,1161,60,3463,28,864,186784,11964,168,3233,13,23,171,177,8982,252,4484,1483,159,3941,4139473,8132,4064,1823,320922,38277,741,184955,18950,25250,338,18982,236651,614,17429,297,827,14496,3457,,1437,35466,,19,1097,1442,4,463,409,83,1701,64352,992797,3124,1252,529,8445,2035,1774,653,,202,1682,337,2282,185607,,11459,59,197,3,11,8692,553,261,32,,5760,48819,21,1154,1655,980,15682,,2446327,,4163,30,8631,8770,22077,132405,,673,19211,8,1261,220749,25391,,29017,36933,1616,78416,489,21679,528964,541,6,,15,19,41,1,27,,697,659,123308,4996,12251,11,1132,40197,77,1548,1496,,2579,65736,1373952,12084,1693,252398,1889,7007,187,51387,31066,170,4971,509,3135,24,525,,,117,1094,176677,,12,,694,28838,41990,270156,2087078,72,2437081,847,,,12,2879,334,,705,1357,356
17/06/2020,7639351,24102,239164,1416,10810,,853,138,3,26,40388,16667,101,1574569,7302,13792,9218,103,18227,87520,96,53241,60411,20,470,142,66,16929,7,2893,77,828810,8,141,3266,894,94,126,9572,97932,726,187,2457,848,167355,84729,46858,106,779,,1612,4848,2251,2238,22,980,10099,4777,12139,4449,18,22572,46356,42980,3603,2494,65,7218,486,3166,1995822,1036535,187,13,18,6704,13841,1161,60,3463,28,864,186784,11964,168,3233,13,23,171,177,8982,252,4484,1483,159,3941,4139473,8132,4064,1823,320922,38277,741,184955,18950,25250,338,18982,236651,614,17429,297,827,14496,3457,,1437,35466,,19,1097,1442,4,463,409,83,1701,64352,992797,3124,1252,529,8445,2035,1774,653,,202,1682,337,2282,185607,,11459,59,197,3,11,8692,553,261,32,,5760,48819,21,1154,1655,980,15682,,2446327,,4163,30,8631,8770,22077,132405,,673,19211,8,1261,220749,25391,,29017,36933,1616,78416,489,21679,528964,541,6,,15,19,41,1,27,,697,659,123308,4996,12251,11,1132,40197,77,1548,1496,,2579,65736,1373952,12084,1693,252398,1889,7007,187,51387,31066,170,4971,509,3135,24,525,,,117,1094,176677,,12,,694,28838,41990,270156,2087078,72,2437081,847,,,12,2879,334,,705,1357,356
18/06/2020,7639351,24102,239164,1416,10810,,853,138,3,26,40388,16667,101,1574569,7302,13792,9218,103,18227,87520,96,53241,60411,20,470,142,66,16929,7,2893,77,828810,8,141,3266,894,94,126,9572,97932,726,187,2457,848,167355,84729,46858,106,779,,1612,4848,2251,2238,22,980,10099,4777,12139,4449,18,22572,46356,42980,3603,2494,65,7218,486,3166,1995822,1036535,187,13,18,6704,13841,1161,60,3463,28,864,186784,11964,168,3233,13,23,171,177,8982,252,4484,1483,159,3941,4139473,8132,4064,1823,320922,38277,741,184955,18950,25250,338,18982,236651,614,17429,297,827,14496,3457,,1437,35466,,19,1097,1442,4,463,409,83,1701,64352,992797,3124,1252,529,8445,2035,1774,653,,202,1682,337,2282,185607,,11459,59,197,3,11,8692,553,261,32,,5760,48819,21,1154,1655,980,15682,,2446327,,4163,30,8631,8770,22077,132405,,673,19211,8,1261,220749,25391,,29017,36933,1616,78416,489,21679,528964,541,6,,15,19,41,1,27,,697,659,123308,4996,12251,11,1132,40197,77,1548,1496,,2579,65736,1373952,12084,1693,252398,1889,7007,187,51387,31066,170,4971,509,3135,24,525,,,117,1094,176677,,12,,694,28838,41990,270156,2087078,72,2437081,847,,,12,2879,334,,705,1357,356
19/06/2020,7639351,24102,239164,1416,10810,,853,138,3,26,40388,16667,101,1574569,7302,13792,9218,103,18227,87520,96,53241,60411,20,470,142,66,16929,7,2893,77,828810,8,141,3266,894,94,126,9572,97932,726,187,2457,848,167355,84729,46858,106,779,,1612,4848,2251,2238,22,980,10099,4777,12139,4449,18,22572,46356,42980,3603,2494,65,7218,486,3166,1995822,1036535,187,13,18,6704,13841,1161,60,3463,28,864,186784,11964,168,3233,13,23,171,177,8982,252,4484,1483,159,3941,4139473,8132,4064,1823,320922,38277,741,184955,18950,25250,338,18982,236651,614,17429,297,827,14496,3457,,1437,35466,,19,1097,1442,4,463,409,83,1701,64352,992797,3124,1252,529,8445,2035,1774,653,,202,1682,337,2282,185607,,11459,59,197,3,11,8692,553,261,32,,5760,48819,21,1154,1655,980,15682,,2446327,,4163,30,8631,8770,22077,132405,,673,19211,8,1261,220749,25391,,29017,36933,1616,78416,489,21679,528964,541,6,,15,19,41,1,27,,697,659,123308,4996,12251,11,1132,40197,77,1548,1496,,2579,65736,1373952,12084,1693,252398,1889,7007,187,51387,31066,170,4971,509,3135,24,525,,,117,1094,176677,,12,,694,28838,41990,270156,2087078,72,2437081,847,,,12,2879,334,,705,1357,356
20/06/2020,7639351,24102,239164,1416,10810,,853,138,3,26,40388,16667,101,1574569,7302,13792,9218,103,18227,87520,96,53241,60411,20,470,142,66,16929,7,2893,77,828810,8,141,3266,894,94,126,9572,97932,726,187,2457,848,167355,84729,46858,106,779,,1612,4848,2251,2238,22,980,10099,4777,12139,4449,18,22572,46356,42980,3603,2494,65,7218,486,3166,1995822,1036535,187,13,18,6704,13841,1161,60,3463,28,864,186784,11964,168,3233,13,23,171,177,8982,252,4484,1483,159,3941,4139473,8132,4064,1823,320922,38277,741,184955,18950,25250,338,18982,236651,614,17429,297,827,14496,3457,,1437,35466,,19,1097,1442,4,463,409,83,1701,64352,992797,3124,1252,529,8445,2035,1774,653,,202,1682,337,2282,185607,,11459,59,197,3,11,8692,553,261,32,,5760,48819,21,1154,1655,980,15682,,2446327,,4163,30,8631,8770,22077,132405,,673,19211,8,1261,220749,25391,,29017,36933,1616,78416,489,21679,528964,541,6,,15,19,41,1,27,,697,659,123308,4996,12251,11,1132,40197,77,1548,1496,,2579,65736,1373952,12084,1693,252398,1889,7007,187,51387,31066,170,4971,509,3135,24,525,,,117,1094,176677,,12,,694,28838,41990,270156,2087078,72,2437081,847,,,12,2879,334,,705,1357,356
21/06/2020,8670763,28297,302554,1838,11631,,855,172,3,26,54438,20268,101,1855193,7436,14019,11767,104,21331,112306,97,57936,61080,22,765,146,68,22476,7,3347,89,1032913,8,141,3872,901,144,129,11742,100618,863,195,3164,858,236748,84997,63276,177,883,,2058,7276,2299,2309,23,985,10559,5825,12436,4565,18,25778,50183,53758,4475,2792,143,7226,627,4469,2102368,1064995,187,13,18,6751,16108,2163,60,4428,37,906,190976,14154,168,3347,13,23,174,214,12509,252,4960,1541,183,4980,4490895,11258,4094,1828,410461,45891,741,202584,29222,25368,338,20658,238674,652,17864,302,882,17841,4478,,2030,39145,,19,1111,1536,4,631,520,83,1730,75972,1223401,3160,1503,730,8556,2203,1931,668,,236,2813,337,2404,223194,,13953,59,204,40,11,9839,688,290,45,,9026,49516,21,1159,2014,1035,19808,,2684537,,5198,30,8743,8947,28566,171666,,979,24274,9,1362,247925,29399,,31620,39394,1720,86488,505,23730,584680,702,6,,15,19,42,1,29,,715,698,154233,5783,12803,11,1309,41833,77,1587,1521,,2755,92681,1716417,12421,1882,254607,1950,8580,293,58557,31236,198,5399,509,3148,24,561,,,123,1156,186493,,12,,768,33722,44533,277048,2267099,74,2873665,853,,,12,3591,349,,922,1438,486
22/06/2020,8670763,28297,302554,1838,11631,,855,172,3,26,54438,20268,101,1855193,7436,14019,11767,104,21331,112306,97,57936,61080,22,765,146,68,22476,7,3347,89,1032913,8,141,3872,901,144,129,11742,100618,863,195,3164,858,236748,84997,63276,177,883,,2058,7276,2299,2309,23,985,10559,5825,12436,4565,18,25778,50183,53758,4475,2792,143,7226,627,4469,2102368,1064995,187,13,18,6751,16108,2163,60,4428,37,906,190976,14154,168,3347,13,23,174,214,12509,252,4960,1541,183,4980,4490895,11258,4094,1828,410461,45891,741,202584,29222,25368,338,20658,238674,652,17864,302,882,17841,4478,,2030,39145,,19,1111,1536,4,631,520,83,1730,75972,1223401,3160,1503,730,8556,2203,1931,668,,236,2813,337,2404,223194,,13953,59,204,40,11,9839,688,290,45,,9026,49516,21,1159,2014,1035,19808,,2684537,,5198,30,8743,8947,28566,171666,,979,24274,9,1362,247925,29399,,31620,39394,1720,86488,505,23730,584680,702,6,,15,19,42,1,29,,715,698,154233,5783,12803,11,1309,41833,77,1587,1521,,2755,92681,1716417,12421,1882,254607,1950,8580,293,58557,31236,198,5399,509,3148,24,561,,,123,1156,186493,,12,,768,33722,44533,277048,2267099,74,2873665,853,,,12,3591,349,,922,1438,486
23/06/2020,8670763,28297,302554,1838,11631,,855,172,3,26,54438,20268,101,1855193,7436,14019,11767,104,21331,112306,97,57936,61080,22,765,146,68,22476,7,3347,89,1032913,8,141,3872,901,144,129,11742,100618,863,195,3164,858,236748,84997,63276,177,883,,2058,7276,2299,2309,23,985,10559,5825,12436,4565,18,25778,50183,53758,4475,2792,143,7226,627,4469,2102368,1064995,187,13,18,6751,16108,2163,60,4428,37,906,190976,14154,168,3347,13,23,174,214,12509,252,4960,1541,183,4980,4490895,11258,4094,1828,410461,45891,741,202584,29222,25368,338,20658,238674,652,17864,302,882,17841,4478,,2030,39145,,19,1111,1536,4,631,520,83,1730,75972,1223401,3160,1503,730,8556,2203,1931,668,,236,2813,337,2404,223194,,13953,59,204,40,11,9839,688,290,45,,9026,49516,21,1159,2014,1035,19808,,2684537,,5198,30,8743,8947,28566,171666,,979,24274,9,1362,247925,29399,,31620,39394,1720,86488,505,23730,584680,702,6,,15,19,42,1,29,,715,698,154233,5783,12803,11,1309,41833,77,1587,1521,,2755,92681,1716417,12421,1882,254607,1950,8580,293,58557,31236,198,5399,509,3148,24,561,,,123,1156,186493,,12,,768,33722,44533,277048,2267099,74,2873665,853,,,12,3591,349,,922,1438,486
24/06/2020,8670763,28297,302554,1838,11631,,855,172,3,26,54438,20268,101,1855193,7436,14019,11767,104,21331,112306,97,57936,61080,22,765,146,68,22476,7,3347,89,1032913,8,141,3872,901,144,129,11742,100618,863,195,3164,858,236748,84997,63276,177,883,,2058,7276,2299,2309,23,985,10559,5825,12436,4565,18,25778,50183,53758,4475,2792,143,7226,627,4469,2102368,1064995,187,13,18,6751,16108,2163,60,4428,37,906,190976,14154,168,3347,13,23,174,214,12509,252,4960,1541,183,4980,4490895,11258,4094,1828,410461,45891,741,202584,29222,25368,338,20658,238674,652,17864,302,882,17841,4478,,2030,39145,,19,1111,1536,4,631,520,83,1730,75972,1223401,3160,1503,730,8556,2203,1931,668,,236,2813,337,2404,223194,,13953,59,204,40,11,9839,688,290,45,,9026,49516,21,1159,2014,1035,19808,,2684537,,5198,30,8743,8947,28566,171666,,979,24274,9,1362,247925,29399,,31620,39394,1720,86488,505,23730,584680,702,6,,15,19,42,1,29,,715,698,154233,5783,12803,11,1309,41833,77,1587,1521,,2755,92681,1716417,12421,1882,254607,1950,8580,293,58557,31236,198,5399,509,3148,24,561,,,123,1156,186493,,12,,768,33722,44533,277048,2267099,74,2873665,853,,,12,3591,349,,922,1438,486
25/06/2020,8670763,28297,302554,1838,11631,,855,172,3,26,54438,20268,101,1855193,7436,14019,11767,104,21331,112306,97,57936,61080,22,765,146,68,22476,7,3347,89,1032913,8,141,3872,901,144,129,11742,100618,863,195,3164,858,236748,84997,63276,177,883,,2058,7276,2299,2309,23,985,10559,5825,12436,4565,18,25778,50183,53758,4475,2792,143,7226,627,4469,2102368,1064995,187,13,18,6751,16108,2163,60,4428,37,906,190976,14154,168,3347,13,23,174,214,12509,252,4960,1541,183,4980,4490895,11258,4094,1828,410461,45891,741,202584,29222,25368,338,20658,238674,652,17864,302,882,17841,4478,,2030,39145,,19,1111,1536,4,631,520,83,1730,75972,1223401,3160,1503,730,8556,2203,1931,668,,236,2813,337,2404,223194,,13953,59,204,40,11,9839,688,290,45,,9026,49516,21,1159,2014,1035,19808,,2684537,,5198,30,8743,8947,28566,171666,,979,24274,9,1362,247925,29399,,31620,39394,1720,86488,505,23730,584680,702,6,,15,19,42,1,29,,715,698,154233,5783,12803,11,1309,41833,77,1587,1521,,2755,92681,1716417,12421,1882,254607,1950,8580,293,58557,31236,198,5399,509,3148,24,561,,,123,1156,186493,,12,,768,33722,44533,277048,2267099,74,2873665,853,,,12,3591,349,,922,1438,486
26/06/2020,8670763,28297,302554,1838,11631,,855,172,3,26,54438,20268,101,1855193,7436,14019,11767,104,21331,112306,97,57936,61080,22,765,146,68,22476,7,3347,89,1032913,8,141,3872,901,144,129,11742,100618,863,195,3164,858,236748,84997,63276,177,883,,2058,7276,2299,2309,23,985,10559,5825,12436,4565,18,25778,50183,53758,4475,2792,143,7226,627,4469,2102368,1064995,187,13,18,6751,16108,2163,60,4428,37,906,190976,14154,168,3347,13,23,174,214,12509,252,4960,1541,183,4980,4490895,11258,4094,1828,410461,45891,741,202584,29222,25368,338,20658,238674,652,17864,302,882,17841,4478,,2030,39145,,19,1111,1536,4,631,520,83,1730,75972,1223401,3160,1503,730,8556,2203,1931,668,,236,2813,337,2404,223194,,13953,59,204,40,11,9839,688,290,45,,9026,49516,21,1159,2014,1035,19808,,2684537,,5198,30,8743,8947,28566,171666,,979,24274,9,1362,247925,29399,,31620,39394,1720,86488,505,23730,584680,702,6,,15,19,42,1,29,,715,698,154233,5783,12803,11,1309,41833,77,1587,1521,,2755,92681,1716417,12421,1882,254607,1950,8580,293,58557,31236,198,5399,509,3148,24,561,,,123,1156,186493,,12,,768,33722,44533,277048,2267099,74,2873665,853,,,12,3591,349,,922,1438,486
27/06/2020,8670763,28297,302554,1838,11631,,855,172,3,26,54438,20268,101,1855193,7436,14019,11767,104,21331,112306,97,57936,61080,22,765,146,68,22476,7,3347,89,1032913,8,141,3872,901,144,129,11742,100618,863,195,3164,858,236748,84997,63276,177,883,,2058,7276,2299,2309,23,985,10559,5825,12436,4565,18,25778,50183,53758,4475,2792,143,7226,627,4469,2102368,1064995,187,13,18,6751,16108,2163,60,4428,37,906,190976,14154,168,3347,13,23,174,214,12509,252,4960,1541,183,4980,4490895,11258,4094,1828,410461,45891,741,202584,29222,25368,338,20658,238674,652,17864,302,882,17841,4478,,2030,39145,,19,1111,1536,4,631,520,83,1730,75972,1223401,3160,1503,730,8556,2203,1931,668,,236,2813,337,2404,223194,,13953,59,204,40,11,9839,688,290,45,,9026,49516,21,1159,2014,1035,19808,,2684537,,5198,30,8743,8947,28566,171666,,979,24274,9,1362,247925,29399,,31620,39394,1720,86488,505,23730,584680,702,6,,15,19,42,1,29,,715,698,154233,5783,12803,11,1309,41833,77,1587,1521,,2755,92681,1716417,12421,1882,254607,1950,8580,293,58557,31236,198,5399,509,3148,24,561,,,123,1156,186493,,12,,768,33722,44533,277048,2267099,74,2873665,853,,,12,3591,349,,922,1438,486
28/06/2020,9828880,30616,378949,2269,12968,,855,259,3,65,73445,24645,101,2164532,7641,14307,15369,104,25267,137787,97,61095,61692,24,1149,146,76,29423,7,4098,125,1274974,8,141,4625,959,170,139,13345,102783,1091,196,4036,865,267766,85190,84442,223,1329,,2836,8944,2624,2330,23,994,11412,6826,12700,4643,18,30619,54574,63923,5727,3475,191,7232,745,5570,2201033,1092988,187,13,18,6790,18132,3461,62,5209,45,924,194143,17351,168,3466,13,23,182,240,15828,252,5291,1614,230,5722,4878532,15994,4138,1834,528859,54010,741,220180,43262,25414,338,23489,240535,686,18390,304,968,28063,5811,,2547,44391,,19,1116,1719,27,768,713,83,1745,84781,1480032,3266,2005,1038,8616,2324,2058,673,,242,4025,341,2540,262500,,16080,61,219,40,11,11877,839,299,136,,12772,50055,21,1176,2014,1068,24077,,3005928,,6212,30,8858,9199,36953,198883,,2053,29905,11,1711,272364,34802,,33714,42067,1940,93663,520,26022,634437,878,6,,15,19,42,1,29,,715,713,178504,6459,13792,81,1410,43246,77,1664,1584,,2878,131800,2068492,12715,1966,256960,2037,9314,391,65918,31584,256,5799,509,3162,24,615,,,124,1168,195883,,16,,857,39906,47360,282318,2525377,81,3377240,919,,,12,4779,355,,1103,1545,567
29/06/2020,9828880,30616,378949,2269,12968,,855,259,3,65,73445,24645,101,2164532,7641,14307,15369,104,25267,137787,97,61095,61692,24,1149,146,76,29423,7,4098,125,1274974,8,141,4625,959,170,139,13345,102783,1091,196,4036,865,267766,85190,84442,223,1329,,2836,8944,2624,2330,23,994,11412,6826,12700,4643,18,30619,54574,63923,5727,3475,191,7232,745,5570,2201033,1092988,187,13,18,6790,18132,3461,62,5209,45,924,194143,17351,168,3466,13,23,182,240,15828,252,5291,1614,230,5722,4878532,15994,4138,1834,528859,54010,741,220180,43262,25414,338,23489,240535,686,18390,304,968,28063,5811,,2547,44391,,19,1116,1719,27,768,713,83,1745,84781,1480032,3266,2005,1038,8616,2324,2058,673,,242,4025,341,2540,262500,,16080,61,219,40,11,11877,839,299,136,,12772,50055,21,1176,2014,1068,24077,,3005928,,6212,30,8858,9199,36953,198883,,2053,29905,11,1711,272364,34802,,33714,42067,1940,93663,520,26022,634437,878,6,,15,19,42,1,29,,715,713,178504,6459,13792,81,1410,43246,77,1664,1584,,2878,131800,2068492,12715,1966,256960,2037,9314,391,65918,31584,256,5799,509,3162,24,615,,,124,1168,195883,,16,,857,39906,47360,282318,2525377,81,3377240,919,,,12,4779,355,,1103,1545,567
30/06/2020,9828880,30616,378949,2269,12968,,855,259,3,65,73445,24645,101,2164532,7641,14307,15369,104,25267,137787,97,61095,61692,24,1149,146,76,29423,7,4098,125,1274974,8,141,4625,959,170,139,13345,102783,1091,196,4036,865,267766,85190,84442,223,1329,,2836,8944,2624,2330,23,994,11412,6826,12700,4643,18,30619,54574,63923,5727,3475,191,7232,745,5570,2201033,1092988,187,13,18,6790,18132,3461,62,5209,45,924,194143,17351,168,3466,13,23,182,240,15828,252,5291,1614,230,5722,4878532,15994,4138,1834,528859,54010,741,220180,43262,25414,338,23489,240535,686,18390,304,968,28063,5811,,2547,44391,,19,1116,1719,27,768,713,83,1745,84781,1480032,3266,2005,1038,8616,2324,2058,673,,242,4025,341,2540,262500,,16080,61,219,40,11,11877,839,299,136,,12772,50055,21,1176,2014,1068,24077,,3005928,,6212,30,8858,9199,36953,198883,,2053,29905,11,1711,272364,34802,,33714,42067,1940,93663,520,26022,634437,878,6,,15,19,42,1,29,,715,713,178504,6459,13792,81,1410,43246,77,1664,1584,,2878,131800,2068492,12715,1966,256960,2037,9314,391,65918,31584,256,5799,509,3162,24,615,,,124,1168,195883,,16,,857,39906,47360,282318,2525377,81,3377240,919,,,12,4779,355,,1103,1545,567
